Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Alberta/RV2429/2019	EPI1590354	2019-07-30	North America	Canada	unknown	Public Health Agency Of Canada (Phac)	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	14.00	2019.58	2019-07-31
A/Michigan/432/2019	EPI1588086	2019-07-19	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	8.00	0.10	13.00	2019.55	2019-07-19
A/Argentina/14317/2019	EPI1588760	2019-07-10	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.11	13.00	2019.52	2019-07-10
A/Norway/2200/2019	EPI1583751	2019-07-16	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.11	14.00	2019.54	2019-07-17
A/Norway/2177/2019	EPI1583745	2019-07-08	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.12	13.00	2019.52	2019-07-09
A/Brisbane/95/2019	EPI1589571	2019-08-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	13.00	2019.59	2019-08-04
A/Dijon/1063/2019	EPI1388660	2019-02-03	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.23	14.00	2019.10	2019-02-04
A/StPetersburg/RII-4237S/2019	EPI1490889	2019-04-12	West Asia	Russia	unknown	Who National Influenza Centre Russian Federation	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	16.00	2019.28	2019-04-12
A/Bahrain/238/2019	EPI1547641	2019-04-02	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.17	14.00	2019.25	2019-04-02
A/SriLanka/50/2018	EPI1359464	2018-11-02	South Asia	Sri Lanka	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.45	14.00	2018.84	2018-11-02
A/Oman/1075/2019	EPI1449203	2019-02-12	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.28	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.27	15.00	2019.12	2019-02-12
A/Senica/305/2019	EPI1575089	2019-02-17	Europe	Slovakia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	1.28	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.27	13.00	2019.13	2019-02-18
A/California/160/2019	EPI1573910	2019-07-12	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.69	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.12	14.00	2019.53	2019-07-12
A/Utah/40/2019	EPI1592721	2019-08-18	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.69	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	15.00	2019.63	2019-08-19
A/California/150/2019	EPI1487955	2019-06-04	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.69	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	14.00	2019.42	2019-06-04
A/California/151/2019	EPI1487963	2019-06-04	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.69	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	14.00	2019.42	2019-06-04
A/California/143/2019	EPI1490690	2019-05-21	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.69	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.39	2019-05-22
A/California/148/2019	EPI1490721	2019-06-04	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.69	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	14.00	2019.42	2019-06-04
A/Moscow/13/2019	EPI1449054	2019-03-04	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.59	6b1.A/183P-5	0.00	0.00	0.02	7.00	0.25	14.00	2019.18	2019-03-05
A/Jordan/20157/2019	EPI1506825	2019-04-03	West Asia	Jordan	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.21	14.00	2019.26	2019-04-04
A/India/1561/2019	EPI1592307	2019-02-18	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.28	14.00	2019.14	2019-02-19
A/Sydney/402/2019	EPI1589579	2019-08-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.09	13.00	2019.63	2019-08-17
A/BosniaHerzegovina/5030/2019	EPI1583002	2019-01-15	Europe	Bosnia Herzegovina	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.35	13.00	2019.04	2019-01-15
A/Darwin/23/2018	EPI1335854	2018-11-14	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.51	13.00	2018.87	2018-11-14
A/Darwin/176/2018	EPI1345777	2018-11-29	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.46	13.00	2018.91	2018-11-30
A/Darwin/73/2019	EPI1373391	2019-02-10	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.28	16.00	2019.11	2019-02-11
A/Darwin/57/2019	EPI1370356	2019-01-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.32	13.00	2019.06	2019-01-23
A/Darwin/155/2019	EPI1484202	2019-04-12	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.19	13.00	2019.28	2019-04-12
A/Darwin/133/2019	EPI1484146	2019-04-10	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.20	13.00	2019.27	2019-04-10
A/Darwin/47/2018	EPI1336383	2018-11-19	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.49	13.00	2018.89	2018-11-20
A/Darwin/1930/2018	EPI1359427	2018-12-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.45	13.00	2018.92	2018-12-02
A/Darwin/189/2018	EPI1345783	2018-12-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.44	13.00	2018.93	2018-12-05
A/Sydney/191/2018	EPI1359530	2018-12-11	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.43	13.00	2018.94	2018-12-11
A/Victoria/29/2019	EPI1484488	2019-05-13	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	15.00	2019.37	2019-05-14
A/Bangladesh/7190413006/2019	EPI1547543	2019-04-10	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.22	14.00	2019.27	2019-04-10
A/Bangladesh/2016/2019	EPI1589164	2019-06-15	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.59	6b1.A/183P-5	0.00	0.00	0.02	7.00	0.15	13.00	2019.45	2019-06-15
A/Bangladesh/3190612002/2019	EPI1588205	2019-06-08	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	13.00	2019.44	2019-06-09
A/Bangladesh/4017/2019	EPI1592561	2019-06-18	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	14.00	2019.46	2019-06-18
A/Bangladesh/7190613011/2019	EPI1592617	2019-06-22	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	15.00	2019.47	2019-06-22
A/Bangladesh/1190503028/2019	EPI1546033	2019-05-16	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.19	13.00	2019.37	2019-05-16
A/Bangladesh/1037/2019	EPI1573926	2019-05-27	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.18	13.00	2019.40	2019-05-27
A/Bangladesh/3190503026/2019	EPI1588275	2019-05-28	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.18	14.00	2019.41	2019-05-29
A/Bangladesh/4021/2019	EPI1592593	2019-06-19	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	13.00	2019.47	2019-06-20
A/Bangladesh/3190603010/2019	EPI1588221	2019-06-13	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	13.00	2019.45	2019-06-14
A/Macedonia/1335/2019	EPI1479936	2019-03-15	Europe	Macedonia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.91	1.23	6b1.A/183P-5	0.00	0.00	0.67	6.00	0.26	13.00	2019.20	2019-03-15
A/Christchurch/505/2019	EPI1484266	2019-03-19	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.25	15.00	2019.22	2019-03-20
A/HongKong/111/2019	EPI1382602	2019-01-01	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.42	14.00	2019.00	2019-01-01
A/Taiwan/79813/2018	EPI1413588	2018-12-18	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.46	14.00	2018.97	2018-12-19
A/Miyazaki/78/2018	EPI1425377	2018-12-03	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.51	15.00	2018.92	2018-12-03
A/Saitama-C/30/2019	EPI1447329	2019-02-06	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.33	15.00	2019.10	2019-02-07
A/Yokohama/114/2019	EPI1542334	2019-02-09	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.33	14.00	2019.11	2019-02-09
A/Kanagawa/ZC1815/2019	EPI1413540	2019-01-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.37	15.00	2019.05	2019-01-18
A/Fukushima/1/2019	EPI1381339	2019-01-04	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.41	14.00	2019.01	2019-01-05
A/Osaka/8/2019	EPI1393719	2019-01-07	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.40	15.00	2019.02	2019-01-07
A/Neimenggu-Xilinhaote/1259/2019	EPI1504090	2019-03-11	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.27	17.00	2019.19	2019-03-12
A/Jamaica/3798/2019	EPI1480278	2019-01-25	North America	Jamaica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.37	15.00	2019.07	2019-01-25
A/Delaware/44/2019	EPI1592681	2019-08-11	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.10	15.00	2019.61	2019-08-12
A/Jiangxi-Zhanggong/SWL1305/2019	EPI1504141	2019-04-01	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.23	14.00	2019.25	2019-04-01
A/Liaoning-Baita/SWL1292/2019	EPI1504126	2019-04-07	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.23	14.00	2019.27	2019-04-08
A/Hunan-Yongshun/SWL382/2019	EPI1504147	2019-04-21	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.21	15.00	2019.31	2019-04-22
A/Victoria/2075/2019	EPI1434770	2019-02-10	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.33	14.00	2019.11	2019-02-11
A/Taiwan/79809/2018	EPI1382658	2018-12-13	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.49	14.00	2018.95	2018-12-13
A/Yamaguchi/39/2018	EPI1425369	2018-12-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.45	14.00	2018.98	2018-12-25
A/Kanagawa/IC1812/2019	EPI1373410	2019-01-03	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.42	14.00	2019.01	2019-01-04
A/Perth/10/2019	EPI1436703	2019-01-19	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.38	14.00	2019.05	2019-01-20
A/Fiji/7/2019	EPI1489643	2019-01-26	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.37	14.00	2019.07	2019-01-26
A/Shizuoka-C/7/2019	EPI1485047	2019-02-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.33	14.00	2019.12	2019-02-12
A/Macau/601844/2019	EPI1584463	2019-03-11	China	China	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.91	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.27	14.00	2019.19	2019-03-11
A/Guyane/1876/2019	EPI1436706	2019-02-12	South America	French Guiana	unknown	Institut Pasteur	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.31	16.00	2019.12	2019-02-12
A/AbuDhabi/52/2019	EPI1587945	2019-05-13	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.17	14.00	2019.36	2019-05-13
A/AbuDhabi/51/2019	EPI1587897	2019-05-13	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.17	14.00	2019.36	2019-05-13
A/Tanzania/821/2019	EPI1479803	2019-03-22	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.25	13.00	2019.22	2019-03-22
A/Colombia/3552/2019	EPI1480019	2019-03-11	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.28	14.00	2019.19	2019-03-11
A/AbuDhabi/50/2019	EPI1587905	2019-05-13	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.18	14.00	2019.36	2019-05-13
A/Singapore/NUH0016/2019	EPI1594979	2019-04-10	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.25	14.00	2019.27	2019-04-10
A/Zhejiang-Xiacheng/SWL1586/2019	EPI1589841	2019-07-23	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	8.00	0.13	14.00	2019.56	2019-07-23
A/Wisconsin/384/2019	EPI1427601	2019-03-21	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.28	13.00	2019.22	2019-03-21
A/Wisconsin/506/2018	EPI1328031	2018-11-22	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.62	13.00	2018.90	2018-11-23
A/Victoria/937/2019	EPI1505695	2019-05-24	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.19	14.00	2019.40	2019-XX-XX
A/DistrictOfColumbia/19/2019	EPI1437598	2019-03-22	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.28	13.00	2019.22	2019-03-23
A/Wisconsin/515/2018	EPI1349591	2018-12-28	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.49	13.00	2018.99	2018-12-28
A/Florida/38/2019	EPI1437788	2019-03-25	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.27	13.00	2019.23	2019-03-25
A/Wisconsin/30/2019	EPI1383036	2019-01-29	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.40	13.00	2019.08	2019-01-30
A/Montana/37/2019	EPI1547483	2019-07-11	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	8.00	0.14	14.00	2019.53	2019-07-11
A/Lopburi/2348/2019	EPI1574010	2019-06-27	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.16	14.00	2019.49	2019-06-28
A/StPetersburg/RII-233/2019	EPI1449070	2019-02-21	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.36	14.00	2019.14	2019-02-21
A/Michigan/435/2019	EPI1592705	2019-08-18	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.11	15.00	2019.63	2019-08-18
A/Brisbane/1000/2019	EPI1384065	2019-01-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.49	14.00	2019.01	2019-01-03
A/Santiago/54565/2019	EPI1567870	2019-06-12	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.18	14.00	2019.45	2019-06-12
A/WestVirginia/38/2019	EPI1573964	2019-07-22	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.14	14.00	2019.56	2019-07-22
A/Iquique/64938/2019	EPI1574497	2019-07-01	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.16	14.00	2019.50	2019-07-02
A/Bhutan/257/2019	EPI1508006	2019-04-14	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.24	14.00	2019.29	2019-04-15
A/Bhutan/531/2019	EPI1508022	2019-05-13	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.20	14.00	2019.37	2019-05-14
A/Bhutan/523/2019	EPI1497119	2019-05-06	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.21	14.00	2019.34	2019-05-06
A/Bhutan/15/2019	EPI1507222	2019-01-23	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.89	1.23	6b1.A/183P-5	0.00	0.00	0.67	6.00	0.41	12.00	2019.07	2019-01-24
A/Taiwan/82390/2019	EPI1589212	2019-05-24	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.10	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.19	14.00	2019.40	2019-05-25
A/Bangladesh/413029/2019	EPI1545871	2019-04-16	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.10	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.25	13.00	2019.29	2019-04-16
A/Bangladesh/7190413010/2019	EPI1547563	2019-04-20	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.10	0.57	6b1.A/183P-5	0.00	0.00	0.00	7.00	0.25	14.00	2019.30	2019-04-20
A/Macedonia/1267/2019	EPI1479904	2019-03-11	Europe	Macedonia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.10	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.32	13.00	2019.19	2019-03-11
A/Austria/1172289/2019	EPI1595473	2019-07-08	Europe	Austria	unknown	Medical University Vienna	unknown	unknown	unknown	1.10	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.15	13.00	2019.52	2019-07-08
A/Oman/4296/2019	EPI1583849	2019-06-29	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	1.10	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.16	13.00	2019.49	2019-06-29
A/Bangladesh/3043/2019	EPI1546119	2019-05-18	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	1.10	0.57	6b1.A/183P-5	0.00	0.00	0.00	6.00	0.21	13.00	2019.38	2019-05-19
